iso,entity_type,name,country,region,area,lat,lng,population,population_year,baseline_year,baseline_emissions,raw_net_zero_commitment,ghg_reduction_target,target_year,percent_reduction,initiatives_committed,net_zero_target_status,econ_wide_net_zero,pop_density,emis_per_capita,coordinator_name,support_type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,City,Moura,Portugal,Europe,958.5,38.1458689,-7.366818638,16411,2011,2008,31496.49,"action_description1: This initiative was part of the intended installation and development of a set of technological infrastructure in Moura’s County, related to renewable energies, able to provide a scientific and technological diffusion environment that may arise as a lever of the statement and consolidation the Moura’s Technology Park. These infrastructures are a set of equipment and facilities required to establish a unit of micro-generation of electricity from renewable sources. Participated in program sixty individuals, companies, public and non-profit private institutions, with the installation of production units, with a total power of 215 KW and a total production of 902 MW (between 2010 and 2013). The Fund worked as a support, without interest, of 70% for the wiring.;;action_description2: Building with an integrated development system to address and support the demonstration of sustainability, in terms of construction and operation, through the integration of energy recovery technologies from renewable energy sources, generating energy autonomy, with the maximum reduction of CO2 emissions, to be a Zero emissions building.
In the construction process there was special attention to eco materials and less effort transport. The construction techniques are semi-burial for part of the building. The insulation is made with high quality materials and glazing dimensions carefully calculated. The building's air conditioning is done through an innovative system by geothermal energy. Is installed in the south facade, a pv plant. A monitoring system of the building was installed for evaluation of building energy performance, indoor air quality and energy production and consumption.
;;action_description3: Integrated action for dissemination of scientific and technological knowledge with social and technological approach. It starts from the principle of universality of knowledge, through involvement of local communities tools, teacher and students training and awareness of public and private actors to the importance of innovation and technological development and R&D projects, about local energy potential. It is aimed at three target groups: students (all levels of education) with programs tailored to specific ages and levels of knowledge; primary school teachers, secondary and vocational and other educators: the community at large, in a direct and insightful approach to energy, with a special focus on solar energy. The activities are based on a cross-factor: experimentation, as a potential demonstration, use and easy perception, using models and monitoring systems and data logging.",48% below 2008 levels by 2020,2020,48,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,17.12154408,1.919230394,"Associação Nacional de Municípios Portugueses, PT",Supporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,City,Nablus,Palestine,Middle East and North Africa,28.564,32.22027778,35.27888889,190000,2016,2014,398238.9,"The municipal vision is based on the strategy and medium to long-term objectives of the municipality, as well as those at the national level. Keeping in mind its specific context, the municipality is developing a strategy consistent with the Palestinian energy strategy and the sustainable development needs of the territory.
This strategy is structured around two levers: 
-	Reduce energy consumption in all sectors through energy conservation and efficiency, in order to provide better services while reducing costs and impacts.
-	Promote energy production from locally available renewable resources in order to cover, as much as possible, energy needs from these decarbonized sources.",20% below 2014 levels by 2020,2020,20,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,4,NA,6651.72945,2.095994211,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"New Orleans, LA",United States of America,North America,438.7961,29.95,-90.08333333,391495,2017,NA,NA,"action_description1: ;;action_description2: The Regional Transit Authority has just completed its strategic plan and is in process of scoping a route optimization study, which is instrumental in raising ridership on mass transit.;;action_description3: The City of New Orleans has an energy efficiency incentive program with its energy utility called Energy Smart aimed to help the City achieve its annual energy savings goal of 2% energy savings--a goal it is on track to achieve by 2024. Additionally the city joined City Energy Project last year and launched a voluntary energy challenge for its large commercial buildings and hired an FTE to lead energy efficiency programs.;;action_description4: The  City and RTA aim to move to low carbon fuels and battery electric busses for the transit fleet, which combined with the low carbon electricity can have a bit impact on emissions. Increasing numbers of electric cars on the road in fleets and personal vehicles is also a priority.;;action_description5: The City has a lot of opportunity with improved materials management and implementation of a robust program in this area that increases recycling rates and introduces composting is a priority.;;action_description6: The Climate Action strategy calls for the City to enact a low carbon power standard to decarbonize electricity on its grid. The strategy aims for 90% low carbon fuel by 2030 and estimates this to provide about on million metric tonnes of reductions annually. The City has not yet enacted this strategy.",NA,NA,NA,C40Cities2019;WeAreStillIn2019;Carbonn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,2,NA,892.2025515,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"New Orleans, LA",United States of America,North America,438.7961,29.95,-90.08333333,391495,2017,NA,NA,Race to Zero: Net Zero 2050 - Commit to achieve net zero CO2 emissions by 2050,NA,NA,NA,C40Cities2019;WeAreStillIn2019;Carbonn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,NA,NA,892.2025515,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,City,"New Orleans, LA",United States of America,North America,438.7961,29.95,-90.08333333,391495,2017,2014,3606199,NA,NA,2030,50,C40Cities2019;WeAreStillIn2019;Carbonn2019;ClimateMayors;WeAreStillIn2019;GlobalCovenantofMayors2019;NAZCA,NA,NA,892.2025515,9.211353913,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Offida,Italy,Europe,49.6,42.9371537,13.6929961,5277,2008,2010,10132.63,"The Municipality of Offida strengths its commitment to a policy aimed at protecting the environment and safeguarding the health and quality of the population’s life. The local administration strongly believes that environmental sustainability and economic growth can go together promoting investments and job creations.
The strategy for climate change mitigation foresees a progressive reduction of CO2 emissions with the goal of the 40% GHG-reduction target by 2030. The 2050’s long term vision include new targets for the decarbonisation, improvements in the capacity to adapt to unavoidable climate change impacts, and strategies to guarantee secure, sustainable and affordable energy.",46% below 2010 levels by Long term,Long term,46,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,106.391129,1.920149706,Regione Marche - SVIM,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Offida,Italy,Europe,49.6,42.9371537,13.6929961,5277,2008,2010,10132.63,"The Municipality of Offida strengths its commitment to a policy aimed at protecting the environment and safeguarding the health and quality of the population’s life. The local administration strongly believes that environmental sustainability and economic growth can go together promoting investments and job creations.
The strategy for climate change mitigation foresees a progressive reduction of CO2 emissions with the goal of the 40% GHG-reduction target by 2030. The 2050’s long term vision include new targets for the decarbonisation, improvements in the capacity to adapt to unavoidable climate change impacts, and strategies to guarantee secure, sustainable and affordable energy.",39% below 2010 levels by 2020,2020,39,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,106.391129,1.920149706,Regione Marche - SVIM,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Offida,Italy,Europe,49.6,42.9371537,13.6929961,5277,2008,2010,10132.63,"The Municipality of Offida strengths its commitment to a policy aimed at protecting the environment and safeguarding the health and quality of the population’s life. The local administration strongly believes that environmental sustainability and economic growth can go together promoting investments and job creations.
The strategy for climate change mitigation foresees a progressive reduction of CO2 emissions with the goal of the 40% GHG-reduction target by 2030. The 2050’s long term vision include new targets for the decarbonisation, improvements in the capacity to adapt to unavoidable climate change impacts, and strategies to guarantee secure, sustainable and affordable energy.",46% below 2010 levels by 2030,2030,46,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,"2,4",NA,106.391129,1.920149706,Regione Marche - SVIM,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,City,"Oxford, UK",United Kingdom,Europe,45.58382,51.7520131,-1.2578498,150200,2017,2005,1021746,"Our aim to reduce the city’s carbon emissions by 40% (25% excluding the decarbonisation of the national grid) by 2020 compared to 2005 is ambitious but not beyond our reach. I’m thrilled that this report shows that we’re getting there thanks to local as well as national initiatives and that we can be proud of our achievements to date. 

Reducing our emissions requires action across the city. The car factory, the hospitals, the bus companies are many others are doing their bit to save energy and cut costs. The public of Oxford is leading the way with recycling, solar panels and bicycles. The report shows that all this is making a difference and creating a more sustainable greener city.  
",25% below 2005 levels by 2020,2020,25,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,3295.028806,6.802569907,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Pantelleria,Italy,Europe,84.53,36.8279195,11.9424297,7601,2017,2011,41845.85,"The local integrated strategy is based on several fields of intervention concerning both supply and demand of energy in 5 main areas: residential, public facilities (buildings and street lighting), water supply, transport and production of electricity. The long-term vision aimed at creating ""a zero emissions island "" by promoting: renewables (such as wind, solar and see wave) primarily for electricity production in place of diesel fuel, energy efficiency in the water desalination process and in public lighting, renovation of residential and public buildings, development of solar thermal and heat pumps for hot water production in civil structures.",30% below 2011 levels by 2020,2020,30,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,89.9207382,5.505308512,Region of Sicily - Department of Energy,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Pantelleria,Italy,Europe,84.53,36.8279195,11.9424297,7601,2017,2011,41845.85,"The local integrated strategy is based on several fields of intervention concerning both supply and demand of energy in 5 main areas: residential, public facilities (buildings and street lighting), water supply, transport and production of electricity. The long-term vision aimed at creating ""a zero emissions island "" by promoting: renewables (such as wind, solar and see wave) primarily for electricity production in place of diesel fuel, energy efficiency in the water desalination process and in public lighting, renovation of residential and public buildings, development of solar thermal and heat pumps for hot water production in civil structures.",30% below 2011 levels by 2020,2020,30,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,89.9207382,5.505308512,Region of Sicily - Department of Energy,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Pantelleria,Italy,Europe,84.53,36.8279195,11.9424297,7601,NA,NA,NA,NA,NA,long-term,90,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,1,NA,89.9207382,NA,Region of Sicily - Department of Energy,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Pantelleria,Italy,Europe,84.53,36.8279195,11.9424297,7601,NA,NA,NA,NA,NA,long-term,90,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,1,NA,89.9207382,NA,Region of Sicily - Department of Energy,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Paola,Italy,Europe,NA,39,16,18683,2017,2013,24299.78,NA,100% below 2013 levels by Long term,Long term,100,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,"1,4",NA,NA,1.300635872,Energia Calabria Network,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Paola,Italy,Europe,NA,39,16,18683,2017,2013,24299.78,NA,23% below 2013 levels by 2020,2020,23,EUCovenantofMayors2019;GlobalCovenantofMayors2019;NAZCA,NA,NA,NA,1.300635872,Energia Calabria Network,Coordinator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Patù,Italy,Europe,8.69,39.841218,18.338933,1740,2010,2007,4153.639,"-	Increase the sustainable redevelopment of the public sector, from the point of view of consumption, employment and production of energy from renewable sources,
-	Improve the quality of the residential and transport sectors, encouraging private initiative towards rational utilization of resources;
-	Encourage creation of the jobs in the Green Economy, with stable and qualified employment, starting from green building and energy production sectors;
-	Promote the culture of sustainability, encouraging a favorable climate to good environmental and energetically sustainable practices;
-	The final objective for the Municipality shall be to become completely Carbon-neutral by 2050.
",24% below 2007 levels by 2020,2020,24,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,200.2301496,2.387148851,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,City,Patù,Italy,Europe,8.69,39.841218,18.338933,1740,NA,NA,NA,NA,NA,NA,NA,GlobalCovenantofMayors2019;EUCovenantofMayors2019;NAZCA,4,NA,200.2301496,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
